,Loyalty_Program_Status,Gender,CustomerSatisfaction,Installment_Number,Total_Installments,Installment_Amount,Principal_Amount,Interest_Amount,Amount_Due,Currency,Payment_Method,Order Status,Delay_Days,Repayment_Status,Total_Loans,Segment,Quantity,Unit Price,Total Amount,Discount Applied (%),Tax (%),Payment_Mode,Month Order Count,Avg Qantity,Cancelled Order Per Customer,Order Channel,ProductCategory,ProductBrand,ProductCategory2,Cost Price,Discount (%),PurchaseFrequency,Stock Status,Product Status,Customers_Location,Customer_Duration,Age_Group,installment_to_principal_ratio,interest_to_amount_due_ratio,remaining_installments,amount_per_unit,loans_per_purchase_cycle
579,Bronze,FEMALE,4,4,12,258.3,2999.76,99.86,258.3,NGN,Bank Transfer,Cancelled,32,Late,1,Corporate,3,535,1605,10,10,PayPal,1,3,1,Online,Smartphones,Apple,Smartphones,1090,20,11,Low Stock,Active,"San Francisco, California",New Customer,Old,0.08610688855108409,0.38660472319008904,8,535.0,0.09090909090909091
580,Silver,FEMALE,5,4,12,42.28,501.88,5.46,42.28,USD,Wallet,Delivered,0,On-Time,1,Retail,8,879,7033,15,0,Debit Card,1,8,0,Online,Laptops,Samsung,Laptops,176,15,5,In Stock,Archived,"Oceanside, California",Old Customer,Old,0.08424324539730613,0.1291390728476821,8,879.125,0.2
581,Bronze,FEMALE,3,3,3,183.45,540.9,9.46,183.45,EUR,Debit Card,Cancelled,0,On-Time,1,Retail,5,840,4200,15,5,Credit Card,1,5,1,Online,Smartphones,Apple,Smartphones,812,10,9,In Stock,Archived,"Oceanside, California",New Customer,Old,0.3391569606211869,0.0515671845189425,0,840.0,0.1111111111111111
582,Platinum,FEMALE,2,7,12,383.52,4539.08,63.19,383.52,USD,Debit Card,Pending,52,Late,1,Retail,8,1000,7997,10,0,Cash,1,8,0,Offline,Headphones,Apple,Headphones,242,0,11,Low Stock,Inactive,"Oceanside, California",Old Customer,Old,0.08449289283290887,0.16476324572382145,5,999.625,0.09090909090909091
583,Silver,MALE,5,1,3,251.62,707.26,9.82,251.62,EUR,Bank Transfer,Shipped,36,Late,1,SME,6,374,2246,15,8,Cash,1,6,0,Offline,Tablets,Sony,Tablets,281,5,2,In Stock,Inactive,"Oceanside, California",Old Customer,Middle age,0.35576732743262734,0.03902710436372307,2,374.3333333333333,0.5
584,Silver,FEMALE,3,3,12,14.23,168.64,2.1,14.23,EUR,Auto-Debit,Returned,0,On-Time,1,SME,2,64,128,15,0,Mobile Money,1,2,0,Online,Laptops,Other Brands,Laptops,598,5,4,In Stock,Active,"Dallas, Texas",Old Customer,Middle age,0.08438092979127136,0.14757554462403374,9,64.0,0.25
585,Gold,MALE,1,2,3,322.33,935.63,31.37,322.33,NGN,Auto-Debit,Shipped,0,On-Time,1,Retail,9,179,1609,0,5,Debit Card,1,9,0,Online,Smartphones,Samsung,Smartphones,1174,10,15,In Stock,Archived,"Dallas, Texas",Old Customer,Old,0.3445058409841497,0.09732261967548786,1,178.77777777777777,0.06666666666666667
586,Silver,FEMALE,2,2,3,1227.46,3586.32,96.07,1227.46,USD,Wallet,Delivered,114,Late,1,SME,1,213,213,10,10,Credit Card,1,1,0,Online,Laptops,HP,Laptops,782,15,8,In Stock,Archived,"Dallas, Texas",New Customer,Middle age,0.3422617055923621,0.07826731624655793,1,213.0,0.125
587,Gold,FEMALE,3,1,3,209.76,604.54,24.74,209.76,EUR,Bank Transfer,Delivered,94,Late,1,Corporate,9,349,3143,15,8,Mobile Money,1,9,0,Online,Smart Watches,Apple,Smart Watches,1415,20,16,In Stock,Archived,"New York City, New York",New Customer,Middle age,0.3469745591689549,0.11794431731502669,2,349.22222222222223,0.0625
588,Bronze,FEMALE,3,7,12,110.56,1266.59,60.19,110.56,USD,Bank Transfer,Pending,0,On-Time,1,Corporate,3,763,2289,15,5,Credit Card,1,3,0,Online,Headphones,Samsung,Headphones,389,20,17,In Stock,Archived,"Los Angeles, California",New Customer,Young,0.08728949383778492,0.5444102749638206,5,763.0,0.058823529411764705
589,Bronze,FEMALE,3,3,9,523.84,4567.85,146.72,523.84,USD,Debit Card,Cancelled,51,Late,1,Retail,9,192,1731,10,8,PayPal,1,9,1,Online,Smartphones,HP,Smartphones,834,15,4,In Stock,Inactive,"Los Angeles, California",Old Customer,Middle age,0.11467977275961339,0.28008552229688455,6,192.33333333333334,0.25
590,Silver,MALE,1,6,12,142.33,1681.57,26.42,142.33,NGN,Bank Transfer,Delivered,43,Late,1,SME,3,33,98,15,0,Credit Card,1,3,0,Online,Smartphones,Other Brands,Smartphones,268,15,19,In Stock,Inactive,"New York City, New York",New Customer,Middle age,0.08464113893563754,0.1856249560879646,6,32.666666666666664,0.05263157894736842
591,Bronze,MALE,4,1,9,359.88,3116.11,122.84,359.88,NGN,Wallet,Cancelled,117,Late,1,Retail,3,972,2916,0,10,PayPal,1,3,1,Online,Headphones,HP,Headphones,876,0,1,In Stock,Active,"San Diego, California",Old Customer,Middle age,0.11549014636838878,0.3413360008891853,8,972.0,1.0
592,Gold,FEMALE,4,1,9,127.53,1124.9,22.88,127.53,NGN,Debit Card,Pending,0,On-Time,1,Corporate,1,891,891,0,8,Cash,1,1,0,Offline,Tablets,HP,Tablets,63,10,10,In Stock,Archived,"San Diego, California",Old Customer,Middle age,0.11337007734020801,0.17940876656472987,8,891.0,0.1
593,Silver,FEMALE,3,4,6,324.33,1860.62,85.36,324.33,EUR,Bank Transfer,Shipped,58,Late,1,Corporate,3,221,663,5,0,PayPal,1,3,0,Online,Smart Watches,Samsung,Smart Watches,703,0,12,Low Stock,Inactive,"San Diego, California",New Customer,Middle age,0.17431286345411745,0.2631887275306016,2,221.0,0.08333333333333333
594,Bronze,FEMALE,4,8,9,270.23,2369.6,62.47,270.23,EUR,Debit Card,Returned,0,On-Time,1,SME,5,529,2646,10,8,Credit Card,1,5,0,Online,Smart Watches,Other Brands,Smart Watches,206,10,2,In Stock,Archived,"San Diego, California",New Customer,Middle age,0.11404034436191764,0.23117344484328162,1,529.2,0.5
595,Gold,MALE,4,1,3,399.57,1170.16,28.54,399.57,USD,Debit Card,Shipped,119,Late,1,Corporate,2,354,709,0,10,Debit Card,1,2,0,Online,Smartphones,Other Brands,Smartphones,376,0,18,In Stock,Archived,"Wheeling, Illinois",Old Customer,Middle age,0.3414661242906953,0.07142678379257703,2,354.5,0.05555555555555555
596,Bronze,MALE,1,1,3,1398.42,4019.21,176.06,1398.42,NGN,Auto-Debit,Delivered,98,Late,1,Corporate,1,404,404,10,5,Credit Card,1,1,0,Online,Laptops,HP,Laptops,343,10,3,In Stock,Archived,"Los Angeles, California",Old Customer,Old,0.34793404674052864,0.12589922913001816,2,404.0,0.3333333333333333
597,Platinum,FEMALE,4,3,3,1491.56,4332.33,142.34,1491.56,NGN,Wallet,Delivered,31,Late,1,SME,2,293,587,5,8,PayPal,1,2,0,Online,Smart Watches,Samsung,Smart Watches,726,5,1,In Stock,Inactive,"San Antonio, Texas",Old Customer,Middle age,0.3442858692666533,0.0954302877524203,0,293.5,1.0
598,Platinum,MALE,3,1,9,364.24,3178.11,100.06,364.24,USD,Wallet,Pending,0,On-Time,1,Retail,1,681,681,0,0,Credit Card,1,1,0,Online,Laptops,HP,Laptops,818,15,1,In Stock,Active,"San Antonio, Texas",New Customer,Young,0.11460899717127475,0.2747089830880738,8,681.0,1.0
599,Gold,MALE,2,6,6,421.51,2466.01,63.07,421.51,USD,Auto-Debit,Cancelled,141,Late,1,Retail,1,445,445,15,5,Cash,1,1,1,Offline,Headphones,Apple,Headphones,1286,15,4,In Stock,Inactive,"Sierra Vista, Arizona",New Customer,Young,0.17092793622085878,0.14962871580745415,0,445.0,0.25
600,Bronze,MALE,1,2,3,969.58,2838.35,31.38,969.58,NGN,Auto-Debit,Delivered,0,On-Time,1,SME,5,823,4115,15,10,Credit Card,1,5,0,Online,Laptops,Other Brands,Laptops,68,10,6,In Stock,Inactive,"Sierra Vista, Arizona",Old Customer,Young,0.34159987316574775,0.03236452897130716,1,823.0,0.16666666666666666
601,Gold,MALE,3,8,12,189.44,2186.16,87.15,189.44,EUR,Bank Transfer,Cancelled,87,Late,1,SME,7,337,2362,10,0,Mobile Money,1,7,1,Online,Laptops,Samsung,Laptops,1110,5,11,In Stock,Active,"Toledo, Ohio",Old Customer,Old,0.08665422475939548,0.46004011824324326,4,337.42857142857144,0.09090909090909091
602,Gold,FEMALE,5,1,6,435.03,2506.88,103.32,435.03,EUR,Bank Transfer,Pending,0,On-Time,1,SME,4,868,3472,10,0,Cash,1,4,0,Offline,Headphones,Other Brands,Headphones,585,10,16,In Stock,Archived,"Inglewood, California",Old Customer,Middle age,0.17353443323972426,0.2375008620095166,5,868.0,0.0625
603,Platinum,MALE,2,12,12,54.22,617.97,12.97,54.22,NGN,Wallet,Shipped,27,Late,1,Corporate,1,552,552,0,8,Debit Card,1,1,0,Online,Laptops,Sony,Laptops,1075,20,10,In Stock,Active,"Inglewood, California",Old Customer,Old,0.0877388870009871,0.23921062338620436,0,552.0,0.1
604,Bronze,FEMALE,4,1,6,45.38,261.42,10.87,45.38,USD,Bank Transfer,Returned,0,On-Time,1,Corporate,8,154,1235,15,10,Cash,1,8,0,Offline,Headphones,Samsung,Headphones,1289,0,18,In Stock,Active,"Saint Charles, Missouri",Old Customer,Young,0.1735903909417795,0.2395328338475099,5,154.375,0.05555555555555555
605,Silver,FEMALE,2,4,9,346.03,2982.5,83.69,346.03,EUR,Debit Card,Shipped,125,Late,1,Retail,3,258,775,5,0,Cash,1,3,0,Offline,Tablets,Samsung,Tablets,595,0,5,In Stock,Active,"Fort Worth, Texas",Old Customer,Old,0.11602011735121541,0.2418576424009479,5,258.3333333333333,0.2
606,Platinum,MALE,5,3,3,1260.44,3712.39,68.93,1260.44,EUR,Auto-Debit,Delivered,23,Late,1,Corporate,5,204,1018,15,5,Mobile Money,1,5,0,Online,Headphones,HP,Headphones,455,5,14,In Stock,Inactive,"Fort Worth, Texas",New Customer,Middle age,0.3395225178389124,0.05468725207070547,0,203.6,0.07142857142857142
607,Silver,MALE,5,7,12,50.12,584.6,16.86,50.12,EUR,Debit Card,Delivered,28,Late,1,Retail,9,387,3480,15,0,Credit Card,1,9,0,Online,Laptops,Sony,Laptops,1177,5,11,In Stock,Active,"Fort Worth, Texas",New Customer,Old,0.0857338351009237,0.3363926576217079,5,386.6666666666667,0.09090909090909091
608,Bronze,MALE,4,3,3,1168.04,3385.44,118.67,1168.04,NGN,Wallet,Pending,0,On-Time,1,Retail,9,531,4779,10,10,Debit Card,1,9,0,Online,Laptops,Sony,Laptops,622,15,4,In Stock,Inactive,"Fort Worth, Texas",Old Customer,Middle age,0.34501866817902543,0.10159754802917709,0,531.0,0.25
609,Bronze,FEMALE,5,2,3,865.84,2545.94,43.52,865.84,EUR,Debit Card,Cancelled,31,Late,1,Retail,10,778,7779,15,0,Debit Card,1,10,1,Online,Smart Watches,Sony,Smart Watches,764,0,5,In Stock,Inactive,"Chicago, Illinois",Old Customer,Middle age,0.34008656920430175,0.05026332809756999,1,777.9,0.2
610,Platinum,MALE,3,5,12,114.52,1325.4,48.81,114.52,EUR,Bank Transfer,Delivered,91,Late,1,Retail,9,731,6578,5,8,Credit Card,1,9,0,Online,Laptops,Other Brands,Laptops,1037,10,12,In Stock,Active,"Chicago, Illinois",Old Customer,Middle age,0.08640410442130676,0.4262137617883339,7,730.8888888888889,0.08333333333333333
611,Gold,FEMALE,2,1,3,147.48,433.88,8.55,147.48,NGN,Debit Card,Cancelled,168,Late,1,Retail,4,632,2527,15,0,Cash,1,4,1,Offline,Smart Watches,Samsung,Smart Watches,642,0,10,In Stock,Inactive,"Jackson, Michigan",New Customer,Young,0.3399096524384622,0.0579739625711961,2,631.75,0.1
612,Bronze,FEMALE,3,7,12,166.51,1906.78,80.29,166.51,EUR,Auto-Debit,Pending,51,Late,1,Retail,8,659,5271,15,10,Cash,1,8,0,Offline,Smartphones,Samsung,Smartphones,1215,10,12,In Stock,Archived,"Jackson, Michigan",Old Customer,Middle age,0.0873252289199593,0.48219326166596604,5,658.875,0.08333333333333333
613,Gold,MALE,3,2,3,894.51,2564.0,86.35,894.51,USD,Debit Card,Shipped,0,On-Time,1,Retail,5,549,2744,10,8,Mobile Money,1,5,0,Online,Smartphones,HP,Smartphones,367,5,1,In Stock,Active,"Jackson, Michigan",New Customer,Middle age,0.34887285491419656,0.09653329755955774,1,548.8,1.0
614,Silver,MALE,1,1,3,767.41,2193.23,87.13,767.41,USD,Debit Card,Returned,0,On-Time,1,SME,6,49,296,5,0,Credit Card,1,6,0,Online,Laptops,Sony,Laptops,1083,0,18,In Stock,Inactive,"Vineland, New Jersey",New Customer,Middle age,0.3498994633485772,0.1135377438396685,2,49.333333333333336,0.05555555555555555
615,Platinum,FEMALE,5,9,9,334.38,2879.92,129.49,334.38,EUR,Debit Card,Shipped,7,On-Time,1,Corporate,9,12,106,0,0,Credit Card,1,9,0,Online,Smart Watches,Samsung,Smart Watches,1286,20,4,In Stock,Active,"Vineland, New Jersey",New Customer,Middle age,0.11610739187199644,0.387254022369759,0,11.777777777777779,0.25
616,Bronze,MALE,4,9,12,295.97,3404.39,147.21,295.97,EUR,Wallet,Delivered,100,Late,1,Retail,1,33,33,0,5,Cash,1,1,0,Offline,Smartphones,Samsung,Smartphones,298,15,2,Low Stock,Archived,"Columbia, Maryland",New Customer,Middle age,0.08693774802534376,0.4973814913673683,3,33.0,0.5
617,Platinum,FEMALE,3,4,9,318.76,2753.82,115.04,318.76,EUR,Wallet,Delivered,0,On-Time,1,Retail,7,193,1353,0,0,PayPal,1,7,0,Online,Laptops,Sony,Laptops,1201,0,4,In Stock,Archived,"Columbia, Maryland",New Customer,Young,0.1157519373089018,0.36089848161626303,5,193.28571428571428,0.25
618,Platinum,FEMALE,1,1,3,1502.44,4306.93,200.39,1502.44,NGN,Auto-Debit,Pending,0,On-Time,1,SME,7,465,3258,0,10,Debit Card,1,7,0,Online,Smartphones,Other Brands,Smartphones,279,0,4,In Stock,Active,"Columbia, Maryland",New Customer,Old,0.34884244694016386,0.13337637443092568,2,465.42857142857144,0.25
619,Gold,MALE,3,3,9,472.6,4057.66,195.72,472.6,NGN,Debit Card,Cancelled,57,Late,1,Corporate,6,752,4514,0,10,Credit Card,1,6,1,Online,Tablets,Other Brands,Tablets,135,15,15,In Stock,Inactive,"Houston, Texas",Old Customer,Middle age,0.11647106953268634,0.4141345746931866,6,752.3333333333334,0.06666666666666667
620,Platinum,MALE,1,7,9,165.87,1429.35,63.52,165.87,NGN,Bank Transfer,Delivered,0,On-Time,1,Retail,8,216,1731,10,0,Cash,1,8,0,Offline,Smartphones,HP,Smartphones,373,20,2,In Stock,Inactive,"Fort Lauderdale, Florida",Old Customer,Middle age,0.11604575506349041,0.38295050340628206,2,216.375,0.5
621,Gold,MALE,5,4,9,164.81,1433.26,50.07,164.81,NGN,Debit Card,Cancelled,25,Late,1,Retail,2,115,230,5,0,Credit Card,1,2,1,Online,Laptops,Sony,Laptops,14,20,8,In Stock,Archived,"Oakland, California",Old Customer,Old,0.11498960411928053,0.3038043808021358,5,115.0,0.125
622,Silver,MALE,3,1,3,1380.65,4056.82,85.13,1380.65,NGN,Debit Card,Pending,90,Late,1,Corporate,2,403,807,0,10,Credit Card,1,2,0,Online,Headphones,Samsung,Headphones,1558,5,12,In Stock,Active,"Oakland, California",New Customer,Young,0.34032813878850926,0.061659363343352765,2,403.5,0.08333333333333333
623,Platinum,FEMALE,1,1,12,290.85,3393.19,97.05,290.85,EUR,Wallet,Shipped,39,Late,1,Retail,7,421,2949,0,10,Credit Card,1,7,0,Online,Tablets,Apple,Tablets,836,20,13,In Stock,Inactive,"Oakland, California",New Customer,Middle age,0.08571580135506707,0.33367715317173796,11,421.2857142857143,0.07692307692307693
624,Gold,FEMALE,4,3,6,117.73,655.95,17.27,117.73,EUR,Auto-Debit,Returned,88,Late,1,Corporate,2,183,367,10,8,PayPal,1,2,0,Online,Smartphones,Samsung,Smartphones,689,5,10,In Stock,Inactive,"El Cajon, California",Old Customer,Young,0.17948014330360545,0.14669158243438374,3,183.5,0.1
625,Silver,FEMALE,5,2,9,336.15,2965.54,59.79,336.15,NGN,Bank Transfer,Shipped,0,On-Time,1,Retail,9,88,794,5,10,PayPal,1,9,0,Online,Headphones,HP,Headphones,39,0,8,In Stock,Active,"Odessa, Texas",New Customer,Old,0.11335203706576205,0.1778670236501562,7,88.22222222222223,0.125
626,Platinum,MALE,4,4,9,212.57,1856.77,56.39,212.57,NGN,Wallet,Delivered,0,On-Time,1,Retail,2,411,823,10,8,Debit Card,1,2,0,Online,Smartphones,HP,Smartphones,565,15,10,In Stock,Active,"Philadelphia, Pennsylvania",New Customer,Middle age,0.11448375404600462,0.26527732041209956,5,411.5,0.1
627,Platinum,MALE,3,2,6,671.13,3860.12,166.69,671.13,USD,Auto-Debit,Delivered,0,On-Time,1,Retail,7,84,586,5,0,Credit Card,1,7,0,Online,Smart Watches,Other Brands,Smart Watches,713,10,3,In Stock,Archived,"Troy, New York",Old Customer,Middle age,0.17386247059676901,0.24837214846602,4,83.71428571428571,0.3333333333333333
628,Platinum,FEMALE,2,2,3,1443.23,4166.11,132.58,1443.23,EUR,Auto-Debit,Pending,112,Late,1,Retail,9,924,8315,10,5,Cash,1,9,0,Offline,Smart Watches,Sony,Smart Watches,876,0,10,In Stock,Archived,"Troy, New York",Old Customer,Middle age,0.34642148190998323,0.09186338975769628,1,923.8888888888889,0.1
629,Gold,MALE,1,1,3,750.09,2144.65,105.63,750.09,EUR,Wallet,Cancelled,37,Late,1,Retail,6,426,2558,0,8,Credit Card,1,6,1,Online,Headphones,Sony,Headphones,8,5,8,In Stock,Active,"Troy, New York",New Customer,Old,0.3497493763551162,0.14082310122785266,2,426.3333333333333,0.125
630,Silver,MALE,2,1,9,121.15,1040.59,49.76,121.15,USD,Bank Transfer,Delivered,80,Late,1,Corporate,8,466,3728,5,5,Debit Card,1,8,0,Online,Smartphones,Apple,Smartphones,307,10,7,In Stock,Inactive,"San Francisco, California",Old Customer,Middle age,0.11642433619389002,0.4107304993809327,8,466.0,0.14285714285714285
631,Bronze,FEMALE,1,6,12,188.13,2189.88,67.7,188.13,USD,Bank Transfer,Cancelled,0,On-Time,1,SME,7,678,4747,15,5,PayPal,1,7,1,Online,Tablets,Sony,Tablets,646,0,17,In Stock,Active,"New York City, New York",Old Customer,Middle age,0.08590881692147515,0.3598575453144103,6,678.1428571428571,0.058823529411764705
632,Platinum,FEMALE,5,1,3,452.52,1274.14,62.88,452.52,NGN,Wallet,Pending,117,Late,1,SME,2,433,867,5,5,Credit Card,1,2,0,Online,Headphones,Sony,Headphones,1051,10,15,In Stock,Inactive,"Laguna Niguel, California",New Customer,Old,0.35515720407490536,0.13895518430124637,2,433.5,0.06666666666666667
633,Silver,MALE,5,3,3,989.84,2911.0,58.53,989.84,NGN,Bank Transfer,Shipped,0,On-Time,1,SME,5,430,2149,0,0,Debit Card,1,5,0,Online,Laptops,HP,Laptops,1177,10,5,In Stock,Inactive,"San Francisco, California",New Customer,Middle age,0.3400343524562006,0.05913076860906813,0,429.8,0.2
634,Bronze,MALE,4,9,9,124.78,1109.55,13.45,124.78,USD,Wallet,Returned,0,On-Time,1,SME,6,215,1291,5,8,Cash,1,6,0,Offline,Smartphones,Samsung,Smartphones,893,0,6,In Stock,Inactive,"San Francisco, California",New Customer,Middle age,0.11246000630886396,0.10778970988940535,0,215.16666666666666,0.16666666666666666
635,Silver,FEMALE,5,1,9,274.72,2425.78,46.72,274.72,NGN,Debit Card,Shipped,72,Late,1,Corporate,1,315,315,5,5,Cash,1,1,0,Offline,Laptops,Sony,Laptops,678,0,8,Low Stock,Archived,"San Francisco, California",Old Customer,Young,0.11325017107899316,0.1700640652300524,8,315.0,0.125
636,Bronze,FEMALE,1,1,6,115.58,662.1,31.37,115.58,EUR,Debit Card,Delivered,0,On-Time,1,Retail,5,366,1829,5,5,Credit Card,1,5,0,Online,Laptops,Apple,Laptops,229,5,4,In Stock,Archived,"San Francisco, California",Old Customer,Middle age,0.17456577556260383,0.2714137394012805,5,365.8,0.25
637,Bronze,MALE,5,2,12,397.68,4620.36,151.85,397.68,USD,Wallet,Delivered,0,On-Time,1,Retail,7,865,6053,10,10,Mobile Money,1,7,0,Online,Laptops,Apple,Laptops,1718,0,2,Low Stock,Archived,"Peoria, Arizona",Old Customer,Middle age,0.08607121522998208,0.3818396700865017,10,864.7142857142857,0.5
638,Bronze,MALE,4,5,6,33.25,195.55,3.97,33.25,NGN,Debit Card,Pending,0,On-Time,1,Corporate,3,986,2959,0,0,Credit Card,1,3,0,Online,Laptops,Sony,Laptops,1223,10,14,In Stock,Inactive,"Peoria, Arizona",New Customer,Middle age,0.1700332395806699,0.1193984962406015,1,986.3333333333334,0.07142857142857142
639,Bronze,FEMALE,4,2,12,171.98,2002.9,60.81,171.98,EUR,Bank Transfer,Cancelled,0,On-Time,1,Corporate,9,404,3635,0,10,Cash,1,9,1,Offline,Laptops,Samsung,Laptops,1360,10,5,In Stock,Inactive,"Peoria, Arizona",New Customer,Middle age,0.0858654950322033,0.353587626468194,10,403.8888888888889,0.2
640,Silver,FEMALE,2,4,12,21.91,229.89,9.36,21.91,EUR,Wallet,Delivered,7,On-Time,1,SME,5,801,4004,5,0,Debit Card,1,5,0,Online,Tablets,Apple,Tablets,741,15,7,In Stock,Active,"Peoria, Arizona",Old Customer,Middle age,0.09530645091130541,0.4272021907804655,8,800.8,0.14285714285714285
641,Bronze,MALE,1,4,9,531.37,4662.11,120.25,531.37,USD,Wallet,Cancelled,0,On-Time,1,Retail,10,29,286,0,0,Credit Card,1,10,1,Online,Laptops,Samsung,Laptops,94,15,1,In Stock,Archived,"Peoria, Arizona",Old Customer,Middle age,0.1139762897057341,0.22630182358808362,5,28.6,1.0
642,Bronze,FEMALE,1,9,9,309.56,2727.84,52.95,309.56,NGN,Bank Transfer,Pending,0,On-Time,1,SME,6,200,1199,5,5,Credit Card,1,6,0,Online,Laptops,HP,Laptops,1604,20,19,In Stock,Archived,"Minneapolis, Minnesota",New Customer,Middle age,0.11348172913367352,0.17104923116681742,0,199.83333333333334,0.05263157894736842
643,Silver,MALE,1,4,9,495.82,4360.77,74.11,495.82,NGN,Auto-Debit,Shipped,0,On-Time,1,Retail,8,412,3299,0,8,PayPal,1,8,0,Online,Laptops,Other Brands,Laptops,988,15,10,In Stock,Inactive,"Detroit, Michigan",New Customer,Middle age,0.11370010342210204,0.14946956556814972,5,412.375,0.1
644,Silver,MALE,4,6,9,300.85,2566.05,92.89,300.85,USD,Wallet,Returned,84,Late,1,Corporate,1,932,932,10,0,Debit Card,1,1,0,Online,Headphones,Apple,Headphones,289,20,1,In Stock,Archived,"Los Angeles, California",Old Customer,Young,0.11724245435591668,0.30875851753365463,3,932.0,1.0
645,Gold,MALE,5,6,9,211.61,1819.6,84.93,211.61,EUR,Debit Card,Shipped,28,Late,1,Retail,1,446,446,15,5,Cash,1,1,0,Offline,Laptops,Samsung,Laptops,646,5,8,In Stock,Archived,"San Diego, California",Old Customer,Young,0.11629479006375029,0.40135154293275366,3,446.0,0.125
646,Platinum,FEMALE,5,4,6,239.28,1414.23,21.44,239.28,USD,Debit Card,Delivered,67,Late,1,Corporate,6,256,1537,5,5,Credit Card,1,6,0,Online,Laptops,HP,Laptops,355,20,8,In Stock,Archived,"Los Angeles, California",Old Customer,Old,0.16919454402749198,0.08960213975259111,2,256.1666666666667,0.125
647,Gold,MALE,2,6,6,639.18,3676.41,158.66,639.18,USD,Debit Card,Delivered,0,On-Time,1,Corporate,10,644,6439,15,5,Mobile Money,1,10,0,Online,Laptops,Apple,Laptops,151,5,7,In Stock,Archived,"Los Angeles, California",Old Customer,Old,0.17385982520991947,0.24822428736819052,0,643.9,0.14285714285714285
648,Bronze,FEMALE,5,2,3,52.02,152.24,3.83,52.02,EUR,Debit Card,Pending,0,On-Time,1,SME,10,207,2070,15,8,Cash,1,10,0,Offline,Smartphones,Sony,Smartphones,827,0,7,In Stock,Archived,"Los Angeles, California",New Customer,Middle age,0.34169732002101944,0.07362552864282967,1,207.0,0.14285714285714285
649,Silver,MALE,3,1,3,706.9,2075.21,45.48,706.9,NGN,Debit Card,Cancelled,0,On-Time,1,Corporate,3,645,1934,10,0,Cash,1,3,1,Offline,Headphones,HP,Headphones,636,20,14,Low Stock,Inactive,"Los Angeles, California",Old Customer,Middle age,0.34064022436283553,0.06433724713537982,2,644.6666666666666,0.07142857142857142
650,Bronze,FEMALE,5,6,6,698.74,3993.69,198.75,698.74,USD,Wallet,Delivered,0,On-Time,1,SME,5,269,1347,0,5,Mobile Money,1,5,0,Online,Laptops,Other Brands,Laptops,56,0,16,In Stock,Inactive,"Woodland, California",New Customer,Middle age,0.17496100097904443,0.28444056444457166,0,269.4,0.0625
651,Silver,FEMALE,1,6,6,441.59,2569.66,79.88,441.59,USD,Auto-Debit,Cancelled,75,Late,1,Corporate,6,255,1530,10,10,Credit Card,1,6,1,Online,Laptops,Samsung,Laptops,84,15,12,In Stock,Archived,"Philadelphia, Pennsylvania",New Customer,Middle age,0.17184763743063286,0.18089177744061233,0,255.0,0.08333333333333333
652,Gold,FEMALE,2,8,9,498.6,4399.9,55.91,498.6,EUR,Auto-Debit,Pending,0,On-Time,1,Retail,6,504,3021,10,5,PayPal,1,6,0,Online,Smart Watches,Other Brands,Smart Watches,447,0,18,Low Stock,Archived,"Providence, Rhode Island",Old Customer,Young,0.11332075728993843,0.11213397513036501,1,503.5,0.05555555555555555
